_id,author,content,description,publishedAt,source.id,source.name,title,url,urlToImage
642b43b10fef451bfdd77b53,ztayeb@businessinsider.com (Zahra Tayeb),"The US banking turmoil is a win for stocks because it has prompted the Federal Reserve to pump more cash into the financial system, according to a top fund manager. 
In a CNBC interview on Friday, B… [+1419 chars]","Chaos in the US banking system is actually a good thing for stocks because investors are pricing in Fed cash injections into the economy, Unlimited Funds' Bob Elliott said.",20230327T15:33:05Z,businessinsider,Business Insider,"The banking turmoil is a win for stocks as the Fed is opening the cash spigot, a top fund manager says",https://markets.businessinsider.com/news/stocks/usstockmarketoutlookbankingturmoilfedliquidityinjection20233,https://i.insider.com/635b0b3c6c9ef4001812f889?width=1200&format=jpeg
642b43b10fef451bfdd77b54,mchittum@insider.com (Morgan Chittum),"US stocks were mostly higher on Monday following a takeover deal of Credit Suisse by UBS over the weekend in an effort to calm concerns of a global banking crisis. 
On Sunday, UBS bought its smaller… [+1597 chars]",Regional bank shares remained under pressure as investors eye further contagion risk. First Republic stock fell after its credit rating was slashed again.,20230320T13:48:31Z,businessinsider,Business Insider,US stocks trade mixed as investors assess banking turmoil after UBS takeover of Credit Suisse,https://markets.businessinsider.com/news/stocks/stockmarketnewstodaybankingcrisisubscreditsuisse20233,https://i.insider.com/64185991718b5300194b17da?width=1200&format=jpeg
642b43b10fef451bfdd77b55,mchittum@insider.com (Morgan Chittum),"US stocks ended higher on Friday as investors rallied to end the day in the green, throwing off new banking fears out of Europe.
All three major indexes ended the day higher, capping off another tum… [+1407 chars]",Key government bond yields tumbled to sixmonth lows as traders wager the Fed is nearing the end of its tightening cycle.,20230324T20:18:02Z,businessinsider,Business Insider,US stocks close higher as markets assess fresh bank woes and recession fears,https://markets.businessinsider.com/news/stocks/stockmarketnewstodaywallstreetbondsbankcrisisequities20233,https://i.insider.com/640f546aa3b2a10018b2b2f1?width=1200&format=jpeg
642b43b10fef451bfdd77b56,mchittum@insider.com (Morgan Chittum),"Cathie Wood's Ark Invest sold $13.5 million worth of Coinbase stock, dumping 160,887 shares from the firm's Ark Fintech Innovation exchangetraded fund Tuesday.
The famed money manager now holds $83… [+1428 chars]","The famed money manager now holds a 7% stake in Coinbase worth $837 million, after shares jumped 30% in the last week.",20230322T14:03:06Z,businessinsider,Business Insider,"Cathie Wood's Ark Invest dumps $13.5 million of Coinbase stock as crypto exchange notches 7month highs",https://markets.businessinsider.com/news/stocks/stockmarketpickscathiewoodsarkinvestcoinbasecryptoexchange20233,https://i.insider.com/633c32e96427060019ef2f65?width=1200&format=jpeg
642b43b10fef451bfdd77b57,mchittum@insider.com (Morgan Chittum),"XRP, the cryptocurrency issued by Ripple, is surging on rumors surrounding outcome of its longrunning legal fight with the Securities and Exchange Commission. 
The crypto is up 10% in the past 24 h… [+1581 chars]","A win against the agency would be a big victory for Ripple, and would also offer some further clarity on future regulatory treatment for many tokens.",20230329T15:35:04Z,businessinsider,Business Insider,"XRP surges 10% on speculation the CFTC's Binance suit could impact the token developer's monumental SEC case",https://markets.businessinsider.com/news/currencies/xrppricecryptorippleseccasebinancelawsuitcftcnews20233,https://i.insider.com/60265f2e2edd0f001a8d5727?width=1200&format=jpeg
642b43b10fef451bfdd77b58,mfox@businessinsider.com (Matthew Fox),"US stocks surged on Wednesday, led by technology shares, as investors refocus away from the US banking crisis and towards the direction of interest rates through the rest of the year.
Following the … [+1357 chars]",The market is expecting at least two interest rate cuts from the Federal Reserve by the end of this year following the banking crisis.,20230329T13:39:53Z,businessinsider,Business Insider,Tech rally leads US stocks higher as investors refocus on rates after bank fears recede,https://markets.businessinsider.com/news/stocks/stockmarketnewstodaytechstocksleadinterestratesoutlook20233,https://i.insider.com/5fecc995a644880018193e20?width=1200&format=jpeg
642b43b10fef451bfdd77b59,Frances Yue,"Bitcoin fell Wednesday after the Federal Reserve raised its key interest rate by a quarter of a percentage point, as widely expected, while the Fed chairman Jerome Powell said its the most likely cas… [+1339 chars]","Bitcoin fell Wednesday as the Fed raised its key interest rate by a quarter of a percentage point, as widely expected, while the Fed chairman Jerome Powell said it’s “the most likely case” that the central bank would refrain from cutting its key interest rate…",20230322T18:50:00Z,null,MarketWatch,Crypto: Bitcoin falls after Fed chair Powell said interest rate cuts in 2023 are not likely,https://www.marketwatch.com/story/bitcoinfallsafterfedchairpowellsaidinterestratecutsin2023arenotlikelyb6001999,https://images.mktw.net/im701580/social
642b43b10fef451bfdd77b5a,Noah Smith,"Having known Balaji Srinivasan for more than half of my life, I can attest that he is a man of deeply held beliefs who is bold in his business dealings. Thus, if anyone I know was going to bet some p… [+2326 chars]","Also, the dollar is not going to collapse.",20230320T16:49:00Z,null,Substack.com,In which Balaji gives away at least a million dollars,https://noahpinion.substack.com/p/inwhichbalajigivesawayatleast,"https://substackcdn.com/image/fetch/w_1200,h_600,c_limit,f_jpg,q_auto:good,fl_progressive:steep/https%3A%2F%2Fsubstackpostmedia.s3.amazonaws.com%2Fpublic%2Fimages%2F6c1453d0cafc44a4aaecb13f36c2431f_1200x720.jpeg"
642b43b10fef451bfdd77b5b,null,"DISTRIBUTEDWORKMODEL/SAN FRANCISCO(BUSINESS WIRE) 
We intend to work with the SEC and explore legal action against Hindenburg Research for the factually inaccurate and misleading report they s… [+1284 chars]","We intend to work with the SEC and explore legal action against Hindenburg Research for the factually inaccurate and misleading report they shared about our Cash App business today. Hindenburg is known for these types of attacks, which are designed solely to …",20230323T17:34:45Z,null,Block.xyz,"Block's Response to Inaccurate Short Seller Report",https://investors.block.xyz/news/newsdetails/2023/BlocksResponsetoInaccurateShortSellerReport/default.aspx,null
642b43b10fef451bfdd77b5c,null,"A democratic society is built upon discussions, before law proposals become reality. We started the conversation on the streets of Sweden, during the countrys EU presidency.","Mullvad is a VPN service that helps keep your online activity, identity, and location private. Only €5/month  We accept Bitcoin, cash, bank wire, credit card, PayPal, and Swish.",20230310T14:25:48Z,null,Mullvad.net,Mullvad campaign against EU chat control,https://mullvad.net/en/chatcontrol/campaign,https://mullvad.net/press/MullvadVPN_logo_Round_RGB_Color_positive.png
642b43b10fef451bfdd77b5d,gglover@insider.com (George Glover),"The Federal Reserve should consider bringing in a biggerthanexpected rate hike Wednesday to crush a recent bout of speculation in markets, according to top economist David Rosenberg.
""After this r… [+1834 chars]","""I am starting to wonder if 50 basis points shouldn't be back on the table,"" Rosenberg said, referring to the Fed's upcoming interestrate decision.",20230322T11:54:12Z,businessinsider,Business Insider,"Top economist David Rosenberg said the Fed should put bigger rate hikes back on the table after bouts of 'speculative lunacy'",https://markets.businessinsider.com/news/stocks/davidrosenbergtopeconomiststockmarketnewsfedinterestrates20233,https://i.insider.com/641acdc4956507001988eb68?width=1200&format=jpeg
642b43b10fef451bfdd77b5e,msmash,"Minneapolis neighborhood newspaper the Southwest Journal shuttered at the end of 2020, but its web domain continues to post fresh content under the auspices of a Delaware ""SEO company"" whose leader l… [+2226 chars]","What happens when a newspaper dies? Apparently, in some cases, its digital ghost lives on in mysterious, unrecognizable forms. From a report: Minneapolis neighborhood newspaper the Southwest Journal shuttered at the end of 2020, but its web domain continues t…",20230301T18:09:00Z,null,Slashdot.org,Zombie Newspaper Sites Rise from the Grave,https://tech.slashdot.org/story/23/03/01/189239/zombienewspapersitesrisefromthegrave,https://a.fsdn.com/sd/topics/internet_64.png
642b43b10fef451bfdd77b5f,gglover@insider.com (George Glover),"Crypto giant Tether used faked documents and shell companies to set up bank accounts in 2018  and one of those was then accessed by terrorists, according to a report.
The Wall Street Journal said Fr… [+2344 chars]",Tether is a key player in crypto because it is the issuer of a dollarpegged stablecoin with a $71 billion valuation.,20230306T12:06:05Z,businessinsider,Business Insider,"Crypto giant Tether faked key documents to set up bank accounts – and terrorists then used one of them to launder money, report says",https://markets.businessinsider.com/news/currencies/cryptotetherstablecoinissuermoneylaunderingturkishterroristsshellcompanies20233,https://i.insider.com/6405c031934c2c001802b4b2?width=1200&format=jpeg
642b43b10fef451bfdd77b60,mchittum@insider.com (Morgan Chittum),"US stocks rallied on Monday as traders digested efforts to contain a banking crisis and braced for the next policy decision from Federal Open Market Committee meeting this week.
Over the weekend, UB… [+2029 chars]","Morgan Stanley's top strategist said the fallout in the banking sector starts what's likely to be the ""vicious"" end to the bear market in stocks.",20230320T20:17:28Z,businessinsider,Business Insider,US stocks jump as traders hope worst of banking crisis has passed,https://markets.businessinsider.com/news/stocks/stockmarketnewsbankcrisiscreditsuisseubssvb20233,https://i.insider.com/63dba59ee33c4000193aa450?width=1200&format=jpeg
642b43b10fef451bfdd77b61,mfox@businessinsider.com (Matthew Fox),"US stocks jumped on Thursday as the US labor market continued to show signs of remarkable resilience despite ongoing rate hikes from the Federal Reserve and a recent banking crisis.
Weekly jobless c… [+2211 chars]",The strength in the labor market continues even as highprofile tech companies like Amazon and Meta Platforms announce more deep job cuts.,20230323T13:35:35Z,businessinsider,Business Insider,US stocks rise as fresh jobs data continues to show no sign of labor market weakness,https://markets.businessinsider.com/news/stocks/stockmarketnewstodayusjobsmarketresiliencejoblessclaims20233,https://i.insider.com/641c4f0fb7834100191aeb53?width=1200&format=jpeg
642b43b10fef451bfdd77b62,Morgan Chittum,"Traders on the floor of the New York Stock Exchange (NYSE)Spencer Platt/Getty Images
<ul>
<li>US stocks marched higher on hopes that global banking turmoil has finally settled. </li>
<li>The S&P 500… [+2387 chars]",Investors are preparing for key market data on Friday that will help gauge inflationary pressures on the US economy.,20230330T20:05:22Z,businessinsider,Business Insider,US stocks jump as traders put bank crisis behind them and brace for more inflation data,https://markets.businessinsider.com/news/stocks/stockmarketnewsbankcrisissp500nasdaqinflationrecessionfed20233,https://i.insider.com/62bad7662224c3001813f01e?width=1200&format=jpeg
642b43b10fef451bfdd77b63,Jennifer Sor,"Traders work on the floor of the New York Stock Exchange (NYSE) in New York City, New York, U.S., March 10, 2020.Andrew Kelly/Reuters
<ul>
<li>US stocks jumped on Friday, ending the first quarter on… [+2374 chars]","The S&P 500 and Nasdaq Composite saw a winning quarter, gaining 6% and 17%, respectively, since the start of the year.",20230331T20:07:43Z,businessinsider,Business Insider,Dow jumps 400 points to end tumultuous first quarter as markets move on from bank crisis,https://markets.businessinsider.com/news/stocks/stockmarketnewstodaysp500nasdaqdowbullrallyq120233,https://i.insider.com/5e70c0d9c4854064de57e3f2?width=1200&format=jpeg
642b43b10fef451bfdd77b64,mfox@businessinsider.com (Matthew Fox),"Despite a banking crisis that led to the biggest bank failure since 2008, technology stocks are doing just fine.
Since Silicon Valley Bank was taken over by the FDIC on March 10, the technology sect… [+2158 chars]","The market now expects the Fed to cut interest rates by at least 100 basis points between now and the end of the year, according to the FedWatch Tool.",20230324T14:19:50Z,businessinsider,Business Insider,An end to Fed rate hikes is just one reason why technology stocks are holding up amid the broader market chaos,https://markets.businessinsider.com/news/stocks/stockmarketanalysisendfedratehikestechnologyresilienceinflation20233,https://i.insider.com/5fac4c2a7f8f4200182a65c2?width=1200&format=jpeg
642b43b10fef451bfdd77b65,mfox@businessinsider.com (Matthew Fox),"Nvidia is looking beyond crypto as it shifts its focus to artificial intelligence, according to a recent interview with Nvidia CTO Michael Kagan.
Crypto miners feverishly bought GPUs from Nvidia dur… [+1875 chars]","""They bought a lot of stuff, and then eventually it collapsed, because it doesn't bring anything useful for society,"" Nvidia's CTO said.",20230327T16:16:26Z,businessinsider,Business Insider,"Nvidia says crypto 'doesn't bring anything useful for society' as it turns its focus to artificial intelligence",https://markets.businessinsider.com/news/stocks/nvidiacryptodoesntbringanythingusefulforsocietyaifocus20233,https://i.insider.com/6421aec7b50c2900186414bc?width=1200&format=jpeg
642b43b10fef451bfdd77b66,"Dmitry Ivanov, CoinsPaid","From flight tickets, salaries, and tuition fees to Subway sandwiches and Elon Musks perfume these days you can use crypto to cover most of your everyday expenses. Microsoft, Google, Starbucks and num… [+6857 chars]","From fast and inexpensive fees to secure transactions and a lack of chargebacks, crypto payments offer a multitude of benefits for retailers.",20230315T20:07:00Z,null,VentureBeat,Why this ‘winter’ won’t stop the growing crypto ecommerce adoption,https://venturebeat.com/virtual/whythiswinterwontstopthegrowingcryptoecommerceadoption/,https://venturebeat.com/wpcontent/uploads/2018/02/crypto2e1619080181909.jpg?w=1200&strip=all
642b43b10fef451bfdd77b67,Nick Wolny,"This story is part of Taxes 2023, CNET's coverage of the best tax software, tax tips and everything else you need to file your return and track your refund. 
Let's just say 2022 wasn't the best year… [+7248 chars]","Capital losses can help you lower your taxable income, but only under certain circumstances.",20230310T01:48:31Z,null,CNET,Can You Write Off Crypto Losses on Your Taxes?  CNET,https://www.cnet.com/personalfinance/taxes/cryptolosstaxtips/,https://www.cnet.com/a/img/resize/1515e0687dffcafe9a451aef43f0838ef8a1eae4/hub/2023/02/14/3d4a9a9c145147f0819842cd658157e9/cashmoneystack100sgreengrid.png?auto=webp&fit=crop&height=630&width=1200
642b43b10fef451bfdd77b68,Alex Hern Technology editor,The share price of cryptocurrencyfocused US bank Silvergate plummeted by nearly 50% in early trading on Thursday after fresh revelations about the extent of its exposure to the collapse of crypto ex… [+3079 chars],Stock price of cryptofocused US bank plummeted in Thursday trading and it is assessing its ability to keep goingThe share price of cryptocurrencyfocused US bank Silvergate plummeted by nearly 50% in early trading on Thursday after fresh revelations about th…,20230302T17:10:12Z,null,The Guardian,Near 50% fall in Silvergate’s shares over FTX exposure prompts survival doubts,https://www.theguardian.com/technology/2023/mar/02/near50percentfallinsilvergatesharesoverftxexposurepromptssurvivaldoubts,https://i.guim.co.uk/img/media/80cbc9fe9d08482d4bd817d00996cb7931d1b177/0_52_3888_2333/master/3888.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlayalign=bottom%2Cleft&overlaywidth=100p&overlaybase64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=d655d90f79dbd960c66ce45a2b4d4646
642b43b10fef451bfdd77b69,bnguyen@insider.com (Britney Nguyen),"A couple in Canada were reportedly scammed out of $21,000 after they received a call from someone claiming to be a lawyer who said their son was in jail for killing a diplomat in a car accident.
Ben… [+3094 chars]","The couple reportedly received a call from someone claiming to be a lawyer, saying their son was in jail for killing a diplomat in a car accident.",20230306T19:40:27Z,businessinsider,Business Insider,"A couple in Canada were reportedly scammed out of $21,000 after getting a call from an AIgenerated voice pretending to be their son",https://www.businessinsider.com/couplecanadareportedlylost21000inaigeneratedvoicescam20233,https://i.insider.com/64063842934c2c001802c680?width=1200&format=jpeg
642b43b10fef451bfdd77b6a,hbullock@insider.com (Hallam Bullock),"Phew. Hey there. Senior reporter Phil Rosen here. Before we jump into the newsletter, the Silicon Valley Bank saga is continuing to unfold, so let's quickly break down the latest.
The big story this… [+6426 chars]","Insider's Phil Rosen breaks down the collapse of two banks in three days and what Wall Street experts are saying about the turmoil.",20230313T11:00:00Z,businessinsider,Business Insider,"Signature Bank and Silicon Valley Bank's turmoil is what happens when easy money runs out  and this could be just the beginning",https://www.businessinsider.com/siliconvalleybanksignaturefedinflationmonetarypolicyfinancialmarkets20233,https://i.insider.com/640ba50cd81e7e0018be117d?width=1200&format=jpeg
642b43b10fef451bfdd77b6b,tmohamed@insider.com (Theron Mohamed),"Jerome Powell should stop sharing his views and interfering in markets, Michael Burry has said.
""Powell should have just said 'I don't know,'"" the investor of ""The Big Short"" fame tweeted on Saturda… [+2983 chars]","Michael Burry called for Fed Chair Jerome Powell to stop sharing his thoughts and interfering in markets, suggesting that distorts asset prices.",20230327T15:16:56Z,businessinsider,Business Insider,"'Big Short' investor Michael Burry says Jerome Powell should butt out and let markets set asset prices",https://markets.businessinsider.com/news/stocks/bigshortmichaelburryfedpowellassetpricesinterestrates20233,https://i.insider.com/64109b5f9aa2e6001956d8d4?width=1200&format=jpeg
642b43b10fef451bfdd77b6c,mfox@businessinsider.com (Matthew Fox),"A flurry of action in a single day this week show the Securities and Exchange Commission is getting serious about regulating the cryptocurrency industry. 
The SEC charged Justin Son of Tron, BitTorr… [+3248 chars]","The SEC said it's ""neutral about the technologies at issue"" but added it's ""anything but neutral when it comes to investor protection.""",20230323T15:21:53Z,businessinsider,Business Insider,"The SEC's recent moves against Coinbase and celebrity endorsers show the agency is getting serious about clamping down on crypto",https://markets.businessinsider.com/news/currencies/cryptoindustrysecinvestigationscoinbaselindsaylohanjakepaulcharges20233,https://i.insider.com/641c5a87b7834100191aedd4?width=1200&format=jpeg
642b43b10fef451bfdd77b6d,Carla Mozée,"Square
<ul>
<li>Shares of Block could rise 40% from recent levels, Bank of America said Friday. </li>
<li>Block gave a ""robust"" response to Hindenburg Research's report raising fraud concerns at the… [+2753 chars]","Block stock could climb to $96 on fundamentals as well as the Cash App parent's response to Hindenburg Research's report, says BofA.",20230331T17:31:19Z,businessinsider,Business Insider,"Block gave a 'robust' response to brutal shortseller report, and shares of the CashApp parent are looking at 40% upside, Bank of America says",https://markets.businessinsider.com/news/stocks/cashappblockstockpriceoutlookshortsellerhindenburgreport20233,https://i.insider.com/5df2ac22fd9db217471a1a66?width=1200&format=jpeg
642b43b10fef451bfdd77b6e,Phil Rosen,"Traders work on the floor at the New York Stock Exchange (NYSE) in New York, U.S., March 2, 2020.Brendan McDermid/Reuters
<ul>
<li>US stocks climbed on Friday, with the S&P 500 and Nasdaq on pace fo… [+2881 chars]","The Fed's preferred inflation gauge came in cooler than expected on Friday, giving investors reason to cheer at the end of a chaotic first quarter.",20230331T13:36:40Z,businessinsider,Business Insider,US stocks climb on cooler inflation data as the S&P 500 heads for a winning quarter,https://markets.businessinsider.com/news/stocks/stockmarketnewstodayeconomywinningquarterfedratehikes20233,https://i.insider.com/63b4716edb9ee80019386a2e?width=1200&format=jpeg
642b43b10fef451bfdd77b6f,Dunja Djudjic,"Photographer and activist Benjamin (Ben) Von Wong is well known for his work that raises awareness of various environmental and sociological issues. In his latest project Skull of Satoshi, Ben points… [+4627 chars]","Photographer and activist Benjamin (Ben) Von Wong is well known for his work that raises awareness of various environmental and sociological issues. In his latest project Skull of Satoshi, Ben points out to the massive impact Bitcoin has had on climate change…",20230323T14:10:54Z,null,DIYphotography,Photographer builds 11foot electronic waste skull to show Bitcoin’s impact on climate change,https://www.diyphotography.net/skullofsatoshibenjaminvonwongbitcoin/,https://www.diyphotography.net/wpcontent/uploads/2023/03/VonWong_SkullOfSatoshi_Greenpeace_Bitcoin_Horizontal51920x1280.jpg
642b43b10fef451bfdd77b70,Katie Rees,"Over $1.5 million in crypto has been stolen via a General Bytes Bitcoin ATM exploit. Hackers abused a zeroday flaw in order to steal the funds. 
 General Bytes Bitcoin ATMs Have Been Hacked 
On Ma… [+3094 chars]",Hackers have stolen over $1.5 million in crypto from General Bytes ATMs.,20230321T09:12:22Z,null,MakeUseOf,$1.5 Million in Crypto Stolen via General Bytes Bitcoin ATM Hack,https://www.makeuseof.com/15millionincryptostolengeneralbytesbitcoinatmhack/,https://static1.makeuseofimages.com/wordpress/wpcontent/uploads/2023/03/yellowbitcoinatm.jpg
642b43b10fef451bfdd77b71,Steve Goldstein,"Cathie Wood on Monday bought a stock she doesnt trade very much Microsoft 
 MSFT,
 2.58%
.The ARK Next Generation Internet ETF 
 ARKW,
 0.88%
bought $11 million worth of Microsoft, selling th… [+720 chars]","Cathie Wood on Monday bought a stock she doesn't trade very much  Microsoft.",20230321T07:52:00Z,null,MarketWatch,: Cathie Wood’s internet fund make its first Microsoft purchase,https://www.marketwatch.com/story/cathiewoodsinternetfundmakeitsfirstmicrosoftpurchaseedafe7a,https://images.mktw.net/im745473/social
642b43b10fef451bfdd77b72,Jeremy Gray,"Benjamin Von Wong, acclaimed photographer, multimedia artist, and activist, built an 11foot tall skull, the “Skull of Satoshi,” covered in electronic waste (Ewaste) to “expose Bitcoin’s impact on c… [+3386 chars]","Benjamin Von Wong, acclaimed photographer, multimedia artist, and activist, built an 11foot tall skull, the ""Skull of Satoshi,"" covered in electronic waste (Ewaste) to ""expose Bitcoin's impact on climate change.""
[Read More]",20230323T16:20:11Z,null,PetaPixel,Von Wong’s Giant ‘Skull of Satoshi’ Aims to Expose Bitcoin’s Dangers,https://petapixel.com/2023/03/23/vonwongsgiantskullofsatoshiaimstoexposebitcoinsdangers/,https://petapixel.com/assets/uploads/2023/03/skullofsatoshivonwongfeatured.jpg
642b43b10fef451bfdd77b73,David Lyangenda,"Cryptocurrency has been gaining more and more popularity in recent years, not only as a form of investment but also as a means of payment for goods and services. Crowdfunding, on the other hand, has … [+10200 chars]","Many online platforms accept crypto as a payment method, but how about crowdfunding sites? Here are eight crowdfunding platforms that accept crypto.",20230331T12:30:17Z,null,MakeUseOf,8 Crowdfunding Platforms That Accept Crypto Payments,https://www.makeuseof.com/crowdfundingplatformsacceptcrypto/,https://static1.makeuseofimages.com/wordpress/wpcontent/uploads/2023/03/handsholdingvariouscryptocurrencycoins.jpg
642b43b10fef451bfdd77b74,Jeff Burt,"Unidentified miscreants have siphoned cryptocurrency valued at more than $1.5 million from Bitcoin ATMs by exploiting an unknown flaw in digicash delivery systems.
According to General Bytes, the ou… [+4494 chars]","Terminal maker General Bytes shutters its cloud business after second breach in seven months
Unidentified miscreants have siphoned cryptocurrency valued at more than $1.5 million from Bitcoin ATMs by exploiting an unknown flaw in digicash delivery systems.…<!…",20230323T09:02:06Z,null,Theregister.com,Attackers hit Bitcoin ATMs to steal $1.5 million in crypto cash,https://www.theregister.com/2023/03/23/general_bytes_crypto_atm/,https://regmedia.co.uk/2019/10/21/shutterstock_bitcoin_atm.jpg
642b43b10fef451bfdd77b75,Oluwademilade Afolabi,"Cryptocurrency transactions are secure and trustworthy thanks to blockchain technology. However, as with most innovative systems, the blockchain has exploitable vulnerabilities, which can lead to dou… [+7645 chars]","Double spending can erode all trust in a cryptocurrency, which is why so much effort has gone into making sure this type of fraud doesn't happen.",20230324T14:00:17Z,null,MakeUseOf,What Is Double Spending in Blockchain and How Is It Prevented?,https://www.makeuseof.com/whatisdoublespendinginblockchainandhowisitprevented/,https://static1.makeuseofimages.com/wordpress/wpcontent/uploads/2023/03/blockchain1.jpg
642b43b10fef451bfdd77b76,newsfeedback@fool.com (Bram Berkowitz),"What happened
Cryptocurrencies are having a banner week, despite chaos in the broader market, especially in the banking sector, which is likely due to the fact that many see cryptocurrencies as an a… [+2987 chars]",Cryptocurrencies bucked the broader market this week and zoomed higher.,20230316T18:15:28Z,null,Motley Fool,"Why Bitcoin, Ethereum, and Bitcoin Cash Are Surging This Week",https://www.fool.com/investing/2023/03/16/whybitcoinethereumandbitcoincasharesurging/,https://g.foolcdn.com/editorial/images/724907/genericupward15.jpg
642b43b10fef451bfdd77b77,https://www.facebook.com/bbcnews,"Police in Montenegro say they have arrested a man who they believe is the fugitive crypto mogul Do Kwon.
He is wanted in connection with the collapse of his company Terraform, which is estimated to … [+1692 chars]","Police believe they have arrested Do Kwon, the crypto boss accused of a multibilliondollar fraud.",20230323T19:24:17Z,bbcnews,BBC News,Do Kwon: Fugitive crypto mogul believed caught in Montenegro,https://www.bbc.co.uk/news/technology65058533,https://ichef.bbci.co.uk/news/1024/branded_news/13999/production/_126718208_25b317efe2a447d9bff5e14c1ef783c9.jpg
642b43b10fef451bfdd77b78,newsfeedback@fool.com (Anders Bylund),"What happened
Cryptocurrencies soared this week. According to data from S&amp;P Global Market Intelligence, Bitcoin(BTC 7.52%) led the way, with a 22.2% price gain from the stock market's closing be… [+3392 chars]","Bitcoin mining company stocks have soared this week, amplifying the gains of Bitcoin itself. Here's what's going on.",20230317T11:00:00Z,null,Motley Fool,Why Bitcoin Miner Stocks Soared This Week,https://www.fool.com/investing/2023/03/17/whybitcoinminerstockssoaredthisweek/,https://g.foolcdn.com/editorial/images/724983/assemblingbitcoinminingrig.jpeg
642b43b10fef451bfdd77b79,info@hypebeast.com (Hypebeast),"Amidst a market full of shills, the world of cryptocurrency has seen a recent uptick in crypto scams as the concept of decentralized digital currency still remains new to many. Unexpectedly, the popu… [+1135 chars]","Amidst a market full of shills, the world of cryptocurrency has seen a recent uptick in crypto scams as the concept of decentralized digital currency still remains new to many. Unexpectedly, the popular tech YouTube channel Linus Tech Tips was targeted by cry…",20230324T02:53:34Z,null,HYPEBEAST,"Linus Tech Tips YouTube Hacked by Crypto Scammers, Channel Deleted",https://hypebeast.com/2023/3/linustechtipsyoutubecryptoscammershackchanneldeletedinfo,https://imagecdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2023%2F03%2Flinustechtipsyoutubecryptoscammershackchanneldeletedinfotw.jpg?w=960&cbr=1&q=90&fit=max
642b43b10fef451bfdd77b7a,prosen@insider.com (Phil Rosen),"Happy Friday eve, Opening Bell crew. Senior reporter Phil Rosen here. 
As if the universe knew that I hadn't written a crypto newsletter in some time, here we go: Binance, the world's largest crypto… [+5366 chars]","Insider's Phil Rosen explains how Binance is coming under scrutiny for its shuffling of customer funds in a way that's strikingly Sam BankmanFried's failed exchange.",20230302T11:05:00Z,businessinsider,Business Insider,FTX might not have been the only crypto exchange using customer money for other things,https://www.businessinsider.com/ftxshadycryptobinancecustomerfundsinvestorsmarketstokensbusd20233,https://i.insider.com/63ffaae7bb1d0b0018876e87?width=1200&format=jpeg
642b43b10fef451bfdd77b7b,ddefrancesco@businessinsider.com (Dan DeFrancesco),"In times of crisis on Wall Street, one must ask: Who is winning, and who is losing?
Depending on where you stand, the unfortunate/fortunate reality of finance is that it is a zerosum game. When one… [+5497 chars]","Silicon Valley Bank's failure set off waves of knockon effects and also left a massive hole in the industry. Here's who is up and down as a result.",20230313T19:23:50Z,businessinsider,Business Insider,The winners and losers of the Silicon Valley Bank failure,https://www.businessinsider.com/siliconvalleybankfailurebailoutwinnerslosers20233,https://i.insider.com/640c62ec8b8d9b0018cacdc3?width=1200&format=jpeg
642b43b10fef451bfdd77b7c,madams@businessinsider.com (Max Adams),"Good morning. I'm senior editor, Max Adams, standing in for Phil Rosen. 
It's official:UBS will take over Credit Suisse in a historic deal. 
The Swiss National Bank made the announcement Sunday, sa… [+5444 chars]","The stock market doesn't have a lot going for it at the moment. Riskfree yields of around 5% aren't helping.",20230320T10:15:00Z,businessinsider,Business Insider,The stock market is going to be trading flat as long as riskfree assets offer much more yield,https://www.businessinsider.com/stockmarketreturnsflatcashriskfreebondsyieldsgoldman20233,https://i.insider.com/5f492f4260bf1f002807931d?width=1200&format=jpeg
642b43b10fef451bfdd77b7d,prosen@insider.com (Phil Rosen),"Howdy team. Senior reporter Phil Rosen here. 
Everyday now we've been talking about Silicon Valley Bank SVB and I've had to catch myself several times from saying SBF Sam BankmanFried the guy behin… [+5016 chars]","Insider's Phil Rosen explains how the latest CPI data and ongoing bank crisis impact the Fed's policy path.",20230315T10:20:00Z,businessinsider,Business Insider,Silicon Valley Bank and inflation complicate the Fed’s next move,https://www.businessinsider.com/siliconvalleybankinflationcpifedratehikesignaturecrisis20233,https://i.insider.com/63650f01ff27460018ed955a?width=1200&format=jpeg
642b43b10fef451bfdd77b7e,Allyson Versprille and Lydia Beyoud / Bloomberg,"The U.S. Securities and Exchange Commission sued crypto mogul Justin Sun for allegedly violating securities rules, and said eight celebrities including Lindsay Lohan and the artist known as Soulja Bo… [+3181 chars]",The SEC said eight celebrities including Lindsay Lohan and the artist known as Soulja Boy illegally touted tokens.,20230322T21:56:19Z,time,Time,"Lindsay Lohan, Soulja Boy Accused by SEC of Illegally Touting Crypto Token",https://time.com/6265382/lindsaylohansouljaboycryptosec/,https://api.time.com/wpcontent/uploads/2023/03/GettyImages1248249583.jpg?quality=85&w=810&h=579&crop=1
